The     Blackberry Creek at            Yorkville
Coordinates: Lat:  41.67; Lon:  88.44
Surface:      182.0 km²
-----------------------------------------               
Fields                                                  
Date : date (YYYYMMDD)                                  
Qobs : observed discharges (in m^3/s)                   
Ptot : total precipitation over the basin (in mm)       
Fsol : fraction of solid precipitation (between 0 and 1)
Temp : averaged air temperature over the basin (in °C)  
PE   : potential evapotranspiration (in mm)             
-----------------------------------------               
    Date;      Qobs;  Ptot;   Fsol;  Temp;    PE;       
19800101;     1.161;   0.0; -99.00;  -0.5;   0.2;
19800102;     1.048;   0.0; -99.00;  -2.3;   0.1;
19800103;     0.963;   0.0; -99.00;  -2.2;   0.1;
19800104;     0.878;   0.0; -99.00;  -2.5;   0.1;
19800105;     0.850;   0.0; -99.00;  -4.3;   0.0;
19800106;     0.765;   0.0; -99.00;  -3.9;   0.1;
19800107;     0.708;   4.5; -99.00;  -6.4;   0.0;
19800108;     0.595;   0.0; -99.00; -11.4;   0.0;
19800109;     0.510;   0.0; -99.00; -12.2;   0.0;
19800110;     0.481;   0.0; -99.00;  -8.1;   0.0;
19800111;     0.510;   1.6; -99.00;   1.7;   0.4;
19800112;     0.538;   0.0; -99.00;  -3.8;   0.1;
19800113;     0.595;   0.0; -99.00;  -5.7;   0.0;
19800114;     0.651;   0.0; -99.00;  -2.4;   0.2;
19800115;     0.566;   0.0; -99.00;   0.1;   0.3;
19800116;     0.708;   3.2; -99.00;   4.0;   0.5;
19800117;     1.444;   6.1; -99.00;   5.5;   0.6;
19800118;     1.189;   0.0; -99.00;   0.2;   0.3;
19800119;     0.934;   0.0; -99.00;  -2.3;   0.2;
19800120;     0.736;   0.0; -99.00;  -4.0;   0.1;
19800121;     0.595;   0.0; -99.00;  -4.2;   0.0;
19800122;     0.481;   0.9; -99.00;  -3.9;   0.1;
19800123;     0.453;   0.0; -99.00;  -8.7;   0.0;
19800124;     0.453;   2.2; -99.00; -10.2;   0.0;
19800125;     0.425;   1.0; -99.00;  -4.0;   0.1;
19800126;     0.425;   0.0; -99.00; -10.7;   0.0;
19800127;     0.425;   0.2; -99.00; -12.6;   0.0;
19800128;     0.453;   0.0; -99.00; -14.9;   0.0;
19800129;     0.453;   0.0; -99.00; -14.8;   0.0;
19800130;     0.453;   1.0; -99.00; -13.3;   0.0;
19800131;     0.453;   1.1; -99.00; -10.8;   0.0;
19800201;     0.453;   0.0; -99.00; -12.3;   0.0;
19800202;     0.481;   0.0; -99.00; -12.9;   0.0;
19800203;     0.481;   0.0; -99.00; -11.3;   0.0;
19800204;     0.481;   0.0; -99.00; -11.0;   0.0;
19800205;     0.453;   1.1; -99.00;  -8.7;   0.0;
19800206;     0.453;   5.1; -99.00;  -5.1;   0.0;
19800207;     0.453;   0.0; -99.00;  -6.6;   0.0;
19800208;     0.425;   0.0; -99.00;  -5.8;   0.0;
19800209;     0.425;   2.8; -99.00;  -5.3;   0.0;
19800210;     0.396;   0.0; -99.00; -10.5;   0.0;
19800211;     0.396;   0.0; -99.00;  -9.1;   0.0;
19800212;     0.368;   0.0; -99.00; -11.4;   0.0;
19800213;     0.340;   0.0; -99.00;  -9.9;   0.0;
19800214;     0.368;   0.0; -99.00;  -4.9;   0.0;
19800215;     0.368;   3.0; -99.00;  -2.8;   0.2;
19800216;     0.340;   1.0; -99.00;  -9.4;   0.0;
19800217;     0.340;   0.0; -99.00; -15.2;   0.0;
19800218;     0.368;   0.0; -99.00; -11.6;   0.0;
19800219;     0.396;   0.0; -99.00;  -3.8;   0.1;
19800220;     0.453;   0.0; -99.00;   1.4;   0.5;
19800221;     0.708;   0.0; -99.00;   2.6;   0.6;
19800222;     2.832;   6.2; -99.00;   2.8;   0.7;
19800223;     4.502;   0.0; -99.00;   1.5;   0.6;
19800224;     2.407;   0.0; -99.00;   0.1;   0.5;
19800225;     1.812;   4.0; -99.00;  -2.4;   0.2;
19800226;     1.303;   0.2; -99.00; -11.0;   0.0;
19800227;     1.048;   0.0; -99.00;  -7.5;   0.0;
19800228;     0.906;   4.2; -99.00;  -4.8;   0.0;
19800229;     0.793;   0.0; -99.00; -10.7;   0.0;
19800301;     0.680;   2.3; -99.00; -11.8;   0.0;
19800302;     0.595;   0.0; -99.00; -11.5;   0.0;
19800303;     0.566;   0.0; -99.00;  -7.9;   0.0;
19800304;     0.651;   0.0; -99.00;  -2.3;   0.3;
19800305;     0.765;   1.0; -99.00;  -0.6;   0.4;
19800306;     0.708;   0.0; -99.00;  -7.2;   0.0;
19800307;     0.623;   0.0; -99.00;  -4.7;   0.0;
19800308;     0.623;   9.7; -99.00;  -1.1;   0.4;
19800309;     0.680;   0.0; -99.00;  -1.6;   0.3;
19800310;     0.850;   0.0; -99.00;   0.6;   0.6;
19800311;     1.699;   0.0; -99.00;  -4.3;   0.1;
19800312;     1.048;   0.0; -99.00;  -5.2;   0.0;
19800313;     0.878;   3.3; -99.00;  -3.2;   0.2;
19800314;     0.850;   0.3; -99.00;  -2.4;   0.3;
19800315;     0.963;   0.0; -99.00;   0.7;   0.6;
19800316;     1.897;   0.0; -99.00;   6.5;   1.3;
19800317;     2.577;   6.7; -99.00;   5.7;   1.2;
19800318;     2.407;   0.0; -99.00;   0.9;   0.7;
19800319;     1.784;   0.0; -99.00;   4.7;   1.1;
19800320;     1.614;   0.0; -99.00;   7.3;   1.4;
19800321;     1.557;   0.6; -99.00;   5.4;   1.2;
19800322;     1.444;   0.0; -99.00;   1.0;   0.7;
19800323;     1.274;   0.5; -99.00;   2.9;   0.9;
19800324;     1.388;   4.0; -99.00;   5.1;   1.2;
19800325;     1.642;   1.2; -99.00;  -0.8;   0.5;
19800326;     1.388;   0.0; -99.00;   0.2;   0.6;
19800327;     1.274;   0.0; -99.00;   3.5;   1.0;
19800328;     1.218;   0.0; -99.00;   5.7;   1.3;
19800329;     1.218;   1.4; -99.00;   4.6;   1.2;
19800330;     1.189;   0.0; -99.00;   5.1;   1.3;
19800331;     1.218;   6.0; -99.00;   3.9;   1.1;
19800401;     1.218;   0.0; -99.00;   4.3;   1.2;
19800402;     1.189;   3.8; -99.00;   6.2;   1.5;
19800403;     1.331;   2.5; -99.00;   8.0;   1.7;
19800404;     1.897;   6.4; -99.00;   8.0;   1.7;
19800405;     1.642;   0.0; -99.00;   6.2;   1.5;
19800406;     1.444;   0.0; -99.00;  10.1;   2.0;
19800407;     1.444;   9.5; -99.00;  12.8;   2.4;
19800408;     2.407;  19.2; -99.00;  14.4;   2.6;
19800409;     3.115;   4.0; -99.00;   6.5;   1.6;
19800410;     2.633;   3.6; -99.00;   1.3;   0.9;
19800411;     2.265;   0.0; -99.00;   2.1;   1.0;
19800412;     3.228;  12.2; -99.00;   3.2;   1.1;
19800413;     3.058;   0.0; -99.00;   3.4;   1.2;
19800414;     2.605;   6.3; -99.00;   2.9;   1.1;
19800415;     2.860;   6.7; -99.00;   1.9;   1.0;
19800416;     3.171;   0.0; -99.00;   3.4;   1.2;
19800417;     2.662;   0.0; -99.00;   6.0;   1.6;
19800418;     2.237;   0.0; -99.00;   9.4;   2.1;
19800419;     2.010;   0.0; -99.00;  13.8;   2.7;
19800420;     1.869;   0.0; -99.00;  16.4;   3.1;
19800421;     1.727;   0.0; -99.00;  16.0;   3.1;
19800422;     1.614;   0.0; -99.00;  19.7;   3.7;
19800423;     1.472;   0.0; -99.00;  19.8;   3.7;
19800424;     1.359;   0.0; -99.00;   7.7;   1.9;
19800425;     1.303;   0.0; -99.00;   4.6;   1.5;
19800426;     1.274;   0.0; -99.00;   4.7;   1.5;
19800427;     1.218;   0.0; -99.00;   7.7;   1.9;
19800428;     1.218;   4.8; -99.00;   7.7;   2.0;
19800429;     1.218;   4.9; -99.00;   8.5;   2.1;
19800430;     1.218;   1.0; -99.00;  10.7;   2.4;
19800501;     1.189;   0.0; -99.00;  11.3;   2.5;
19800502;     1.133;   0.0; -99.00;  13.2;   2.8;
19800503;     1.104;   0.0; -99.00;  15.3;   3.2;
19800504;     1.019;   0.0; -99.00;  17.9;   3.6;
19800505;     1.019;   0.0; -99.00;  21.0;   4.1;
19800506;     0.991;   0.0; -99.00;  17.9;   3.6;
19800507;     0.963;   0.0; -99.00;  12.0;   2.7;
19800508;     0.934;   0.0; -99.00;   8.1;   2.1;
19800509;     0.906;   0.0; -99.00;   7.7;   2.0;
19800510;     0.878;   0.0; -99.00;  13.1;   2.9;
19800511;     0.878;   0.0; -99.00;  15.3;   3.3;
19800512;     0.850;   1.2; -99.00;  14.9;   3.3;
19800513;     0.934;   7.8; -99.00;  14.3;   3.2;
19800514;     0.850;   0.0; -99.00;  12.0;   2.8;
19800515;     0.821;   2.0; -99.00;  12.8;   2.9;
19800516;     0.821;   0.0; -99.00;  12.6;   2.9;
19800517;     0.934;   7.3; -99.00;  12.8;   2.9;
19800518;     1.218;  14.7; -99.00;  13.3;   3.0;
19800519;     1.104;   0.3; -99.00;  15.0;   3.3;
19800520;     0.991;   0.0; -99.00;  15.0;   3.4;
19800521;     0.878;   0.0; -99.00;  16.7;   3.6;
19800522;     0.821;   0.0; -99.00;  18.0;   3.9;
19800523;     0.821;   0.0; -99.00;  20.2;   4.3;
19800524;     0.793;   0.0; -99.00;  19.3;   4.1;
19800525;     0.765;   0.0; -99.00;  20.1;   4.3;
19800526;     0.736;   0.0; -99.00;  19.5;   4.2;
19800527;     0.708;   0.0; -99.00;  17.1;   3.8;
19800528;     0.708;   0.0; -99.00;  21.6;   4.5;
19800529;     1.104;  27.8; -99.00;  23.2;   4.8;
19800530;     4.502;  10.0; -99.00;  23.0;   4.8;
19800531;     3.568;   0.0; -99.00;  22.0;   4.6;
19800601;     2.803;  16.4; -99.00;  19.6;   4.2;
19800602;     3.511;  13.1; -99.00;  19.7;   4.2;
19800603;     2.832;   8.4; -99.00;  18.5;   4.1;
19800604;     2.152;   0.0; -99.00;  17.3;   3.9;
19800605;     2.039;   0.0; -99.00;  19.3;   4.2;
19800606;     1.926;   6.1; -99.00;  22.1;   4.7;
19800607;     1.954;   0.0; -99.00;  23.4;   4.9;
19800608;     3.653;   9.0; -99.00;  17.9;   4.0;
19800609;     2.775;   0.0; -99.00;  15.5;   3.6;
19800610;     1.812;   2.9; -99.00;  14.6;   3.4;
19800611;     1.472;   0.0; -99.00;  13.8;   3.3;
19800612;     1.274;   0.0; -99.00;  17.9;   4.0;
19800613;     1.104;   0.0; -99.00;  20.3;   4.4;
19800614;     1.048;   7.1; -99.00;  21.5;   4.6;
19800615;     1.048;   8.0; -99.00;  20.4;   4.4;
19800616;     1.076;   4.3; -99.00;  12.0;   3.0;
19800617;     0.963;   0.0; -99.00;  13.3;   3.2;
19800618;     0.906;   0.0; -99.00;  16.8;   3.8;
19800619;     0.878;   0.0; -99.00;  19.0;   4.2;
19800620;     0.878;   4.7; -99.00;  14.6;   3.4;
19800621;     0.793;   0.0; -99.00;  18.1;   4.0;
19800622;     0.765;   0.0; -99.00;  20.8;   4.5;
19800623;     0.736;   0.0; -99.00;  23.0;   4.9;
19800624;     0.708;   0.0; -99.00;  22.3;   4.8;
19800625;     0.708;   0.0; -99.00;  23.7;   5.0;
19800626;     0.680;   0.0; -99.00;  25.8;   5.4;
19800627;     0.651;   0.0; -99.00;  24.8;   5.2;
19800628;     0.708;  17.4; -99.00;  24.1;   5.1;
19800629;     0.708;   0.0; -99.00;  23.1;   4.9;
19800630;     0.651;   0.0; -99.00;  18.9;   4.1;
19800701;     0.595;   0.0; -99.00;  21.2;   4.5;
19800702;     0.595;   0.0; -99.00;  23.2;   4.9;
19800703;     0.566;   0.0; -99.00;  19.1;   4.2;
19800704;     0.566;   5.3; -99.00;  21.8;   4.6;
19800705;     0.566;   2.0; -99.00;  24.3;   5.1;
19800706;     0.538;   0.0; -99.00;  22.7;   4.8;
19800707;     0.510;   0.0; -99.00;  24.1;   5.0;
19800708;     0.510;   0.0; -99.00;  28.9;   5.8;
19800709;     0.651;  19.3; -99.00;  23.2;   4.8;
19800710;     0.680;  12.4; -99.00;  23.6;   4.9;
19800711;     0.566;   0.0; -99.00;  26.0;   5.3;
19800712;     0.538;   0.0; -99.00;  27.5;   5.5;
19800713;     0.538;   0.0; -99.00;  25.4;   5.2;
19800714;     0.481;   0.0; -99.00;  26.3;   5.3;
19800715;     0.481;   0.0; -99.00;  28.9;   5.8;
19800716;     0.453;  12.5; -99.00;  26.9;   5.4;
19800717;     0.453;   0.0; -99.00;  24.8;   5.0;
19800718;     0.453;   0.0; -99.00;  25.7;   5.2;
19800719;     0.425;   3.9; -99.00;  26.2;   5.2;
19800720;     0.425;   0.0; -99.00;  28.1;   5.5;
19800721;     0.765;  29.1; -99.00;  27.2;   5.4;
19800722;     0.708;   0.0; -99.00;  22.8;   4.6;
19800723;     0.538;   0.0; -99.00;  20.3;   4.2;
19800724;     0.481;   0.0; -99.00;  20.2;   4.2;
19800725;     0.453;   0.0; -99.00;  22.2;   4.5;
19800726;     0.566;   9.1; -99.00;  23.6;   4.7;
19800727;     1.501;  16.9; -99.00;  20.4;   4.2;
19800728;     0.651;   0.0; -99.00;  19.2;   4.0;
19800729;     0.566;   0.0; -99.00;  22.0;   4.4;
19800730;     0.510;   0.0; -99.00;  22.4;   4.5;
19800731;     0.481;   1.3; -99.00;  24.2;   4.7;
19800801;     0.453;   0.0; -99.00;  24.8;   4.8;
19800802;     0.453;   0.0; -99.00;  25.7;   4.9;
19800803;     0.453;   9.8; -99.00;  21.3;   4.2;
19800804;     0.510;   0.0; -99.00;  23.9;   4.6;
19800805;     0.566;  17.9; -99.00;  25.6;   4.8;
19800806;     0.538;   0.0; -99.00;  24.8;   4.7;
19800807;     0.481;   0.8; -99.00;  25.3;   4.8;
19800808;     0.425;   0.0; -99.00;  26.6;   5.0;
19800809;     0.481;   6.8; -99.00;  26.3;   4.9;
19800810;     1.756;  31.4; -99.00;  24.2;   4.5;
19800811;     2.662;   5.0; -99.00;  21.7;   4.1;
19800812;     1.784;  10.7; -99.00;  20.5;   3.9;
19800813;     1.331;   0.0; -99.00;  20.7;   3.9;
19800814;     3.341;  16.6; -99.00;  22.0;   4.1;
19800815;     2.747;   4.7; -99.00;  21.7;   4.0;
19800816;     1.869;   0.0; -99.00;  19.1;   3.6;
19800817;     3.483;  25.6; -99.00;  17.3;   3.3;
19800818;     5.607;   6.5; -99.00;  21.2;   3.9;
19800819;     3.738;   0.0; -99.00;  23.9;   4.3;
19800820;     3.171;  11.7; -99.00;  26.0;   4.6;
19800821;     2.775;  11.2; -99.00;  26.5;   4.6;
19800822;     2.379;   0.0; -99.00;  21.2;   3.8;
19800823;     1.756;   0.0; -99.00;  20.2;   3.6;
19800824;     1.472;   0.0; -99.00;  21.0;   3.7;
19800825;     1.303;   0.0; -99.00;  22.2;   3.9;
19800826;     1.161;   0.0; -99.00;  23.4;   4.0;
19800827;     1.048;   0.0; -99.00;  25.0;   4.2;
19800828;     0.963;   0.0; -99.00;  25.2;   4.2;
19800829;     0.906;   0.0; -99.00;  25.9;   4.3;
19800830;     0.878;   2.7; -99.00;  24.3;   4.0;
19800831;     0.963;  23.9; -99.00;  22.8;   3.8;
19800901;     3.313;  36.8; -99.00;  22.5;   3.7;
19800902;     3.993;   0.1; -99.00;  22.0;   3.7;
19800903;     2.973;   0.0; -99.00;  20.5;   3.4;
19800904;     2.039;   0.0; -99.00;  22.1;   3.6;
19800905;     1.671;   0.0; -99.00;  19.9;   3.3;
19800906;     1.444;   0.0; -99.00;  21.5;   3.5;
19800907;     1.897;  21.1; -99.00;  21.2;   3.4;
19800908;     5.324;  38.0; -99.00;  20.8;   3.3;
19800909;     4.984;  26.8; -99.00;  23.6;   3.7;
19800910;     4.332;   7.1; -99.00;  16.6;   2.7;
19800911;     3.313;   0.0; -99.00;  16.4;   2.7;
19800912;     2.605;  10.8; -99.00;  18.6;   3.0;
19800913;     2.464;   8.9; -99.00;  21.0;   3.2;
19800914;     2.180;   0.0; -99.00;  21.5;   3.3;
19800915;     1.982;   0.1; -99.00;  16.1;   2.6;
19800916;     1.926;   4.0; -99.00;  16.2;   2.6;
19800917;     4.446;  34.4; -99.00;  14.5;   2.3;
19800918;     5.097;   0.0; -99.00;  13.7;   2.2;
19800919;     3.738;   0.0; -99.00;  17.0;   2.6;
19800920;     3.087;   3.2; -99.00;  21.1;   3.0;
19800921;     2.747;   0.0; -99.00;  23.9;   3.3;
19800922;     2.407;   0.0; -99.00;  22.1;   3.1;
19800923;     2.322;   9.0; -99.00;  15.8;   2.4;
19800924;     2.124;   0.0; -99.00;  12.9;   2.0;
19800925;     1.926;   0.0; -99.00;  14.9;   2.2;
19800926;     1.756;   0.0; -99.00;  12.1;   1.9;
19800927;     1.642;   0.0; -99.00;  11.1;   1.8;
19800928;     1.501;   0.0; -99.00;  13.2;   2.0;
19800929;     1.472;   0.0; -99.00;  14.7;   2.1;
19800930;     1.388;   0.0; -99.00;  17.3;   2.4;
19801001;     1.274;   0.0; -99.00;  18.4;   2.4;
19801002;     1.218;   0.0; -99.00;  15.2;   2.1;
19801003;     1.161;   0.5; -99.00;  10.0;   1.5;
19801004;     1.161;   0.0; -99.00;   5.2;   1.0;
19801005;     1.104;   0.0; -99.00;   5.0;   1.0;
19801006;     1.104;   0.0; -99.00;   8.0;   1.3;
19801007;     1.189;   0.0; -99.00;  12.5;   1.7;
19801008;     1.104;   0.0; -99.00;  16.0;   2.0;
19801009;     1.019;   0.0; -99.00;  16.4;   2.1;
19801010;     0.906;   0.0; -99.00;  12.4;   1.6;
19801011;     0.878;   0.0; -99.00;  12.6;   1.7;
19801012;     0.934;   0.0; -99.00;   5.5;   1.0;
19801013;     0.934;   0.0; -99.00;   5.8;   1.0;
19801014;     0.991;   8.0; -99.00;   8.7;   1.2;
19801015;     1.019;   1.1; -99.00;  12.2;   1.5;
19801016;     1.246;  11.9; -99.00;  12.3;   1.5;
19801017;     3.256;  30.7; -99.00;  16.7;   1.9;
19801018;     4.757;   0.0; -99.00;  12.2;   1.5;
19801019;     3.398;   0.0; -99.00;   8.3;   1.1;
19801020;     2.690;   0.0; -99.00;   9.1;   1.2;
19801021;     2.180;   0.0; -99.00;  10.5;   1.3;
19801022;     1.954;   0.0; -99.00;   8.1;   1.1;
19801023;     1.784;   0.0; -99.00;   9.6;   1.2;
19801024;     1.784;   0.0; -99.00;  11.4;   1.3;
19801025;     2.010;  10.8; -99.00;   4.7;   0.8;
19801026;     1.812;   0.0; -99.00;   1.7;   0.5;
19801027;     1.671;   0.0; -99.00;   1.4;   0.5;
19801028;     1.671;   5.3; -99.00;   1.6;   0.5;
19801029;     1.529;   0.0; -99.00;   0.3;   0.4;
19801030;     1.416;   0.0; -99.00;   2.0;   0.5;
19801031;     1.359;   0.0; -99.00;   5.6;   0.8;
19801101;     1.303;   0.0; -99.00;   7.1;   0.9;
19801102;     1.246;   0.0; -99.00;   3.6;   0.6;
19801103;     1.218;   0.0; -99.00;   8.4;   1.0;
19801104;     1.218;   2.0; -99.00;  10.0;   1.1;
19801105;     1.189;   0.0; -99.00;   5.3;   0.7;
19801106;     1.104;   0.0; -99.00;   5.8;   0.8;
19801107;     1.076;   0.0; -99.00;  11.4;   1.1;
19801108;     1.048;   0.0; -99.00;   9.6;   1.0;
19801109;     1.019;   0.0; -99.00;  10.7;   1.1;
19801110;     0.991;   0.0; -99.00;   7.4;   0.8;
19801111;     0.934;   0.0; -99.00;   1.5;   0.4;
19801112;     0.963;   0.9; -99.00;   4.1;   0.6;
19801113;     0.934;   0.0; -99.00;   8.0;   0.8;
19801114;     0.991;   6.2; -99.00;   8.7;   0.9;
19801115;     0.963;   0.0; -99.00;   1.9;   0.4;
19801116;     0.934;   0.0; -99.00;   0.6;   0.4;
19801117;     0.934;   0.0; -99.00;   1.0;   0.4;
19801118;     0.906;   0.0; -99.00;   0.3;   0.3;
19801119;     0.906;   0.0; -99.00;   0.2;   0.3;
19801120;     0.963;   0.0; -99.00;   2.3;   0.4;
19801121;     0.906;   0.0; -99.00;   2.8;   0.5;
19801122;     0.906;   0.0; -99.00;   2.9;   0.5;
19801123;     0.906;   2.9; -99.00;   5.2;   0.6;
19801124;     0.934;   3.0; -99.00;   2.6;   0.4;
19801125;     0.906;   0.0; -99.00;  -0.4;   0.3;
19801126;     0.878;   0.0; -99.00;  -2.5;   0.1;
19801127;     0.906;   0.8; -99.00;  -0.7;   0.2;
19801128;     1.019;   7.0; -99.00;   0.7;   0.3;
19801129;     1.048;   1.1; -99.00;   1.1;   0.3;
19801130;     1.104;   0.0; -99.00;   2.9;   0.4;
19801201;     1.048;   0.0; -99.00;   4.5;   0.5;
19801202;     1.529;  11.0; -99.00;   0.6;   0.3;
19801203;     1.529;   0.0; -99.00;  -8.1;   0.0;
19801204;     1.274;   0.0; -99.00;  -4.4;   0.0;
19801205;     1.246;   4.5; -99.00;   1.4;   0.3;
19801206;     1.274;   0.0; -99.00;   8.3;   0.7;
19801207;     1.303;   7.4; -99.00;  12.2;   0.9;
19801208;     2.832;  21.4; -99.00;   7.2;   0.6;
19801209;     3.766;   4.0; -99.00;   1.1;   0.3;
19801210;     2.860;   0.0; -99.00;  -2.8;   0.1;
19801211;     2.294;   0.0; -99.00;  -6.5;   0.0;
19801212;     2.039;   0.0; -99.00;  -2.8;   0.1;
19801213;     1.869;   0.0; -99.00;   1.0;   0.3;
19801214;     1.642;   0.0; -99.00;  -2.8;   0.1;
19801215;     1.557;   0.0; -99.00;  -2.3;   0.1;
19801216;     1.472;   0.0; -99.00;  -1.3;   0.2;
19801217;     1.359;   0.0; -99.00;  -1.7;   0.2;
19801218;     1.331;   0.0; -99.00;  -1.4;   0.2;
19801219;     0.963;   1.0; -99.00;  -9.4;   0.0;
19801220;     1.246;   0.0; -99.00; -16.0;   0.0;
19801221;     1.133;   0.0; -99.00; -13.3;   0.0;
19801222;     1.048;   0.0; -99.00;  -7.6;   0.0;
19801223;     0.991;   0.0; -99.00;  -2.7;   0.1;
19801224;     0.850;   4.2; -99.00;  -3.5;   0.1;
19801225;     0.680;   0.0; -99.00; -15.4;   0.0;
19801226;     0.934;   0.0; -99.00; -12.6;   0.0;
19801227;     0.878;   0.0; -99.00;  -7.6;   0.0;
19801228;     0.850;   0.0; -99.00;  -4.2;   0.0;
19801229;     0.878;   8.1; -99.00;  -1.1;   0.2;
19801230;     0.878;   0.0; -99.00;  -0.4;   0.2;
19801231;     0.878;   0.0; -99.00;  -0.4;   0.2;
19810101;     0.821;   0.0; -99.00;  -0.9;   0.2;
19810102;     0.736;   0.2; -99.00;  -5.6;   0.0;
19810103;     0.623;   0.0; -99.00; -10.4;   0.0;
19810104;     0.651;   0.0; -99.00; -17.2;   0.0;
19810105;     0.708;   0.0; -99.00; -14.9;   0.0;
19810106;     0.708;   0.0; -99.00;  -7.5;   0.0;
19810107;     0.708;   0.0; -99.00;  -9.5;   0.0;
19810108;     0.680;   0.0; -99.00; -12.3;   0.0;
19810109;     0.680;   0.0; -99.00; -10.9;   0.0;
19810110;     0.651;   0.0; -99.00; -13.0;   0.0;
19810111;     0.623;   0.0; -99.00; -13.5;   0.0;
19810112;     0.623;   0.0; -99.00; -11.0;   0.0;
19810113;     0.623;   0.0; -99.00;  -6.2;   0.0;
19810114;     0.595;   0.0; -99.00;  -3.5;   0.1;
19810115;     0.566;   0.0; -99.00;  -4.9;   0.0;
19810116;     0.538;   0.7; -99.00;  -8.7;   0.0;
19810117;     0.538;   0.0; -99.00;  -9.6;   0.0;
19810118;     0.538;   0.0; -99.00;  -3.0;   0.1;
19810119;     0.566;   0.0; -99.00;   1.7;   0.4;
19810120;     0.595;   0.0; -99.00;   1.6;   0.4;
19810121;     0.623;   0.0; -99.00;   0.3;   0.3;
19810122;     0.595;   0.0; -99.00;  -0.3;   0.3;
19810123;     0.623;   0.0; -99.00;   1.5;   0.4;
19810124;     0.680;   0.0; -99.00;   2.4;   0.5;
19810125;     0.708;   0.0; -99.00;   4.5;   0.6;
19810126;     0.736;   0.0; -99.00;   4.4;   0.6;
19810127;     0.708;   0.0; -99.00;   0.5;   0.4;
19810128;     0.623;   0.0; -99.00;  -4.1;   0.1;
19810129;     0.566;   0.0; -99.00;  -6.7;   0.0;
19810130;     0.595;   0.0; -99.00;  -6.0;   0.0;
19810131;     0.623;   0.0; -99.00;  -5.7;   0.0;
19810201;     0.651;   4.2; -99.00;  -3.3;   0.1;
19810202;     0.481;   0.0; -99.00;  -9.7;   0.0;
19810203;     0.510;   0.0; -99.00; -17.5;   0.0;
19810204;     0.510;   0.0; -99.00; -16.4;   0.0;
19810205;     0.510;   0.0; -99.00; -14.0;   0.0;
19810206;     0.538;   1.0; -99.00;  -7.1;   0.0;
19810207;     0.566;   0.0; -99.00;  -3.9;   0.1;
19810208;     0.510;   0.0; -99.00;  -8.7;   0.0;
19810209;     0.510;   0.7; -99.00;  -9.8;   0.0;
19810210;     0.538;   5.4; -99.00;  -5.8;   0.0;
19810211;     0.510;  10.1; -99.00; -11.6;   0.0;
19810212;     0.453;   0.0; -99.00; -18.6;   0.0;
19810213;     0.510;   0.0; -99.00; -11.9;   0.0;
19810214;     0.566;   0.0; -99.00;  -5.4;   0.0;
19810215;     0.623;   0.0; -99.00;  -0.2;   0.4;
19810216;     0.793;   0.0; -99.00;   4.6;   0.8;
19810217;     1.954;   0.0; -99.00;   6.7;   1.0;
19810218;     2.945;   0.0; -99.00;   8.0;   1.1;
19810219;     2.379;   0.0; -99.00;   7.4;   1.0;
19810220;     1.642;   0.0; -99.00;   6.5;   1.0;
19810221;     1.331;   0.0; -99.00;   4.7;   0.8;
19810222;     1.642;  10.5; -99.00;   4.5;   0.8;
19810223;     2.860;   7.0; -99.00;   3.7;   0.8;
19810224;     2.492;   2.9; -99.00;   3.8;   0.8;
19810225;     1.897;   0.0; -99.00;   3.7;   0.8;
19810226;     1.586;   0.0; -99.00;   1.9;   0.6;
19810227;     1.529;   5.8; -99.00;   2.7;   0.7;
19810228;     1.869;   3.2; -99.00;   6.2;   1.0;
19810301;     1.869;   0.0; -99.00;   1.4;   0.6;
19810302;     1.586;   0.0; -99.00;  -1.1;   0.4;
19810303;     1.359;   0.0; -99.00;  -2.7;   0.2;
19810304;     1.331;   3.0; -99.00;  -0.3;   0.5;
19810305;     1.274;   0.1; -99.00;   0.3;   0.5;
19810306;     1.218;   0.0; -99.00;  -0.8;   0.4;
19810307;     1.104;   0.0; -99.00;  -2.8;   0.2;
19810308;     1.019;   0.0; -99.00;  -0.9;   0.4;
19810309;     0.991;   0.0; -99.00;   1.5;   0.7;
19810310;     0.963;   0.0; -99.00;   2.7;   0.8;
19810311;     0.963;   1.6; -99.00;   0.9;   0.6;
19810312;     0.963;   0.0; -99.00;   4.2;   1.0;
19810313;     0.963;   0.0; -99.00;   5.4;   1.1;
19810314;     0.878;   0.0; -99.00;   1.5;   0.7;
19810315;     0.878;   0.0; -99.00;   5.7;   1.2;
19810316;     0.850;   0.0; -99.00;   3.8;   1.0;
19810317;     0.821;   0.0; -99.00;   0.3;   0.6;
19810318;     0.793;   0.0; -99.00;  -2.2;   0.3;
19810319;     0.765;   0.0; -99.00;  -2.5;   0.3;
19810320;     0.736;   0.0; -99.00;   0.2;   0.6;
19810321;     0.736;   0.0; -99.00;   2.1;   0.8;
19810322;     0.736;   0.0; -99.00;   3.2;   1.0;
19810323;     0.708;   0.0; -99.00;   3.9;   1.1;
19810324;     0.708;   0.0; -99.00;   5.5;   1.3;
19810325;     0.850;   0.0; -99.00;   4.9;   1.2;
19810326;     0.906;   1.0; -99.00;   8.4;   1.6;
19810327;     0.821;   0.0; -99.00;   7.4;   1.5;
19810328;     0.793;   0.0; -99.00;  11.0;   2.0;
19810329;     0.878;   2.0; -99.00;  15.6;   2.6;
19810330;     1.019;   8.0; -99.00;  12.0;   2.1;
