The     Blackberry Creek at            Yorkville
Coordinates: Lat:  41.67; Lon:  88.44
Surface:      182.0 km²
-----------------------------------------               
Fields                                                  
Date : date (YYYYMMDD)                                  
Qobs : observed discharges (in m^3/s)                   
Ptot : total precipitation over the basin (in mm)       
Fsol : fraction of solid precipitation (between 0 and 1)
Temp : averaged air temperature over the basin (in °C)  
PE   : potential evapotranspiration (in mm)             
-----------------------------------------               
    Date;      Qobs;  Ptot;   Fsol;  Temp;    PE;       
19981211;     1.614;   0.0; -99.00;   1.1;   0.3;
19981212;     1.501;   0.0; -99.00;   2.4;   0.4;
19981213;     1.416;   0.0; -99.00;   2.1;   0.4;
19981214;     1.359;   0.0; -99.00;   1.3;   0.3;
19981215;     1.303;   0.0; -99.00;   3.0;   0.4;
19981216;     1.274;   0.0; -99.00;   3.9;   0.5;
19981217;     1.246;   0.0; -99.00;   0.1;   0.3;
19981218;     1.246;   0.0; -99.00;   1.5;   0.3;
19981219;     1.218;   0.0; -99.00;   4.4;   0.5;
19981220;     1.161;   0.0; -99.00;  -0.2;   0.2;
19981221;     1.104;   1.0; -99.00;  -2.3;   0.1;
19981222;     0.765;   0.3; -99.00; -10.8;   0.0;
19981223;     1.076;   0.0; -99.00; -12.4;   0.0;
19981224;     0.991;   0.0; -99.00;  -9.1;   0.0;
19981225;     0.963;   0.0; -99.00;  -6.9;   0.0;
19981226;     0.963;   0.0; -99.00;  -4.7;   0.0;
19981227;     0.963;   0.0; -99.00;  -3.0;   0.1;
19981228;     0.963;   0.0; -99.00;  -2.0;   0.2;
19981229;     0.906;   1.0; -99.00;  -3.7;   0.1;
19981230;     0.623;   0.0; -99.00;  -9.9;   0.0;
19981231;     0.651;   0.2; -99.00; -13.9;   0.0;
19990101;     0.680;   0.0; -99.00; -12.2;   0.0;
19990102;     0.651;  12.8; -99.00; -10.2;   0.0;
19990103;     0.623;  10.4; -99.00;  -9.2;   0.0;
19990104;     0.595;   0.0; -99.00; -15.8;   0.0;
19990105;     0.566;   0.0; -99.00; -21.5;   0.0;
19990106;     0.623;   1.7; -99.00; -16.1;   0.0;
19990107;     0.680;   0.2; -99.00; -16.6;   0.0;
19990108;     0.651;   1.0; -99.00; -15.5;   0.0;
19990109;     0.623;   3.0; -99.00; -13.6;   0.0;
19990110;     0.623;   0.0; -99.00; -16.6;   0.0;
19990111;     0.595;   0.9; -99.00; -15.4;   0.0;
19990112;     0.595;   4.9; -99.00; -12.0;   0.0;
19990113;     0.595;   0.0; -99.00;  -8.0;   0.0;
19990114;     0.595;   1.0; -99.00;  -8.2;   0.0;
19990115;     0.566;   0.3; -99.00;  -7.6;   0.0;
19990116;     0.595;   0.0; -99.00;  -3.1;   0.1;
19990117;     0.595;   0.0; -99.00;  -3.2;   0.1;
19990118;     0.623;   8.1; -99.00;  -1.1;   0.2;
19990119;     0.651;   1.6; -99.00;  -4.6;   0.0;
19990120;     0.736;   0.1; -99.00;  -4.0;   0.1;
19990121;     0.878;   0.0; -99.00;  -0.4;   0.3;
19990122;     2.549;  21.7; -99.00;   2.8;   0.5;
19990123;     9.911;   9.5; -99.00;   3.1;   0.5;
19990124;    18.887;  11.4; -99.00;   0.3;   0.3;
19990125;    20.445;   0.3; -99.00;  -1.5;   0.2;
19990126;    13.989;   0.0; -99.00;  -4.1;   0.1;
19990127;     6.796;   0.0; -99.00;   0.6;   0.4;
19990128;     6.286;   0.0; -99.00;   2.0;   0.5;
19990129;     5.295;   0.0; -99.00;  -0.6;   0.3;
19990130;     4.361;   0.0; -99.00;  -0.8;   0.3;
19990131;     4.021;   0.0; -99.00;   1.2;   0.4;
19990201;     3.851;   1.0; -99.00;   2.0;   0.5;
19990202;     4.332;   2.0; -99.00;   3.4;   0.6;
19990203;     4.842;   1.9; -99.00;   3.1;   0.6;
19990204;     4.191;   0.0; -99.00;   0.6;   0.4;
19990205;     3.511;   0.0; -99.00;  -2.9;   0.1;
19990206;     3.058;   2.6; -99.00;   1.2;   0.4;
19990207;     2.860;   0.0; -99.00;   2.4;   0.5;
19990208;     2.662;   0.0; -99.00;   0.7;   0.4;
19990209;     2.492;   0.0; -99.00;   4.6;   0.7;
19990210;     2.350;   0.0; -99.00;   5.9;   0.8;
19990211;     2.322;   0.0; -99.00;   8.5;   1.0;
19990212;     3.030;  10.9; -99.00;   7.1;   0.9;
19990213;     2.690;   0.0; -99.00;  -5.6;   0.0;
19990214;     2.294;   0.0; -99.00;  -2.7;   0.2;
19990215;     2.124;   0.0; -99.00;   3.2;   0.7;
19990216;     2.039;   0.0; -99.00;   5.5;   0.8;
19990217;     1.926;   1.9; -99.00;  -0.8;   0.3;
19990218;     1.784;   0.0; -99.00;  -3.3;   0.1;
19990219;     1.699;   0.0; -99.00;  -1.7;   0.3;
19990220;     1.614;   0.0; -99.00;  -3.3;   0.1;
19990221;     1.529;   0.0; -99.00;  -3.9;   0.1;
19990222;     1.472;   0.0; -99.00;  -4.0;   0.1;
19990223;     1.444;   0.0; -99.00;  -3.3;   0.1;
19990224;     1.472;   0.0; -99.00;  -3.2;   0.2;
19990225;     1.444;   2.4; -99.00;  -1.8;   0.3;
19990226;     1.416;   0.0; -99.00;   0.1;   0.5;
19990227;     1.642;   8.6; -99.00;   3.7;   0.8;
19990228;     1.982;   1.1; -99.00;   4.3;   0.9;
19990301;     1.841;   0.0; -99.00;   2.3;   0.7;
19990302;     1.841;   0.0; -99.00;   2.7;   0.7;
19990303;     1.869;   4.6; -99.00;   0.1;   0.5;
19990304;     1.699;   0.0; -99.00;  -2.8;   0.2;
19990305;     1.642;   0.0; -99.00;  -0.4;   0.5;
19990306;     1.671;  10.2; -99.00;  -1.4;   0.4;
19990307;     1.529;   2.1; -99.00;  -7.5;   0.0;
19990308;     1.501;   0.0; -99.00;  -6.1;   0.0;
19990309;     1.586;  13.4; -99.00;  -3.2;   0.2;
19990310;     1.472;   1.5; -99.00;  -3.2;   0.2;
19990311;     1.416;   0.0; -99.00;  -3.1;   0.2;
19990312;     1.416;   0.0; -99.00;  -3.0;   0.2;
19990313;     1.416;   0.0; -99.00;  -1.9;   0.3;
19990314;     1.388;   0.0; -99.00;  -0.8;   0.5;
19990315;     1.416;   0.0; -99.00;  -1.3;   0.4;
19990316;     1.586;   0.0; -99.00;   1.8;   0.8;
19990317;     2.747;   0.0; -99.00;   6.9;   1.3;
19990318;     4.559;   0.0; -99.00;   6.5;   1.3;
19990319;     3.511;   0.0; -99.00;   2.3;   0.8;
19990320;     2.690;   0.0; -99.00;   2.6;   0.9;
19990321;     2.294;   0.0; -99.00;   4.5;   1.1;
19990322;     2.010;   0.0; -99.00;   2.0;   0.8;
19990323;     1.812;   0.0; -99.00;   2.7;   0.9;
19990324;     1.699;   0.0; -99.00;   3.8;   1.0;
19990325;     1.614;   0.0; -99.00;   1.1;   0.7;
19990326;     1.501;   0.0; -99.00;   0.9;   0.7;
19990327;     1.416;   0.0; -99.00;   3.3;   1.0;
19990328;     1.388;   0.0; -99.00;   6.3;   1.4;
19990329;     1.359;   0.0; -99.00;   7.0;   1.5;
19990330;     1.274;   0.0; -99.00;  10.2;   1.9;
19990331;     1.274;   0.0; -99.00;  13.7;   2.4;
19990401;     1.274;   0.0; -99.00;  14.3;   2.5;
19990402;     1.246;   0.0; -99.00;  15.5;   2.6;
19990403;     1.189;   0.0; -99.00;  17.9;   3.0;
19990404;     1.189;   5.1; -99.00;  16.5;   2.8;
19990405;     1.189;   0.0; -99.00;  11.3;   2.2;
19990406;     1.161;   2.6; -99.00;  10.8;   2.1;
19990407;     1.104;   0.0; -99.00;  10.1;   2.0;
19990408;     1.133;   0.0; -99.00;  14.7;   2.6;
19990409;     2.265;  25.5; -99.00;  11.7;   2.3;
19990410;     2.747;   2.8; -99.00;   7.0;   1.6;
19990411;     2.209;   2.2; -99.00;   8.4;   1.8;
19990412;     1.841;   0.7; -99.00;   6.3;   1.6;
19990413;     1.614;   0.0; -99.00;   7.6;   1.8;
19990414;     1.501;   0.0; -99.00;   9.2;   2.0;
19990415;     1.501;   0.0; -99.00;  10.4;   2.2;
19990416;     3.540;  30.3; -99.00;   6.9;   1.7;
19990417;     5.125;   6.8; -99.00;   6.3;   1.6;
19990418;     3.766;   0.0; -99.00;   6.5;   1.7;
19990419;     2.917;   0.3; -99.00;   5.2;   1.5;
19990420;     2.435;   0.0; -99.00;   7.1;   1.8;
19990421;     2.152;   3.4; -99.00;   9.4;   2.1;
19990422;     2.180;  15.4; -99.00;  11.9;   2.5;
19990423;     8.467;  42.7; -99.00;   9.7;   2.2;
19990424;    23.956;   0.0; -99.00;   6.4;   1.7;
19990425;    13.309;   0.0; -99.00;   7.8;   1.9;
19990426;     5.947;   0.0; -99.00;  10.7;   2.4;
19990427;     4.814;   0.0; -99.00;  12.9;   2.7;
19990428;    10.052;  19.0; -99.00;   9.9;   2.3;
19990429;    11.836;   0.0; -99.00;  11.1;   2.5;
19990430;     5.947;   0.0; -99.00;  10.9;   2.5;
19990501;     4.304;   0.0; -99.00;  12.4;   2.7;
19990502;     3.653;   0.0; -99.00;  14.0;   3.0;
19990503;     3.171;   0.0; -99.00;  16.5;   3.4;
19990504;     2.888;   0.0; -99.00;  19.3;   3.8;
19990505;     2.747;   2.6; -99.00;  21.0;   4.1;
19990506;     2.747;   8.7; -99.00;  17.9;   3.6;
19990507;     2.917;   9.5; -99.00;  12.6;   2.8;
19990508;     2.747;   0.0; -99.00;  11.7;   2.7;
19990509;     2.520;   0.0; -99.00;  11.0;   2.6;
19990510;     2.379;   0.0; -99.00;  14.1;   3.1;
19990511;     2.294;   0.0; -99.00;  18.5;   3.8;
19990512;     3.766;  32.0; -99.00;  19.3;   4.0;
19990513;     5.154;  11.6; -99.00;  15.4;   3.3;
19990514;     4.276;   0.0; -99.00;  11.0;   2.6;
19990515;     3.313;   0.0; -99.00;  14.7;   3.2;
19990516;     2.888;   0.0; -99.00;  18.4;   3.8;
19990517;     2.832;  11.3; -99.00;  21.4;   4.4;
19990518;     3.058;   6.9; -99.00;  18.0;   3.8;
19990519;     2.775;   0.0; -99.00;  15.0;   3.3;
19990520;     2.520;   0.0; -99.00;  17.0;   3.7;
19990521;     2.379;   0.0; -99.00;  19.5;   4.1;
19990522;     2.379;  14.5; -99.00;  18.7;   4.0;
19990523;     2.464;   0.0; -99.00;  16.6;   3.6;
19990524;     2.322;   3.8; -99.00;  14.3;   3.3;
19990525;     2.180;   0.0; -99.00;  11.1;   2.7;
19990526;     2.095;   0.0; -99.00;  14.6;   3.3;
19990527;     1.982;   0.0; -99.00;  15.8;   3.5;
19990528;     1.897;   0.0; -99.00;  20.3;   4.3;
19990529;     1.869;   0.0; -99.00;  23.0;   4.8;
19990530;     1.841;   0.0; -99.00;  22.0;   4.6;
19990531;     1.812;   3.7; -99.00;  22.9;   4.8;
19990601;     1.897;  11.8; -99.00;  21.2;   4.5;
19990602;     3.256;  37.4; -99.00;  19.6;   4.2;
19990603;     3.483;   0.0; -99.00;  17.0;   3.8;
19990604;     2.803;   0.0; -99.00;  16.5;   3.7;
19990605;     2.435;   0.6; -99.00;  20.5;   4.4;
19990606;     2.180;   0.0; -99.00;  25.8;   5.3;
19990607;     2.010;   1.5; -99.00;  26.8;   5.5;
19990608;     1.897;   0.0; -99.00;  25.2;   5.2;
19990609;     1.784;   0.0; -99.00;  26.2;   5.4;
19990610;     1.727;   1.3; -99.00;  26.5;   5.5;
19990611;     1.784;   5.6; -99.00;  25.7;   5.3;
19990612;     1.869;  17.4; -99.00;  24.9;   5.2;
19990613;     2.945;  22.4; -99.00;  21.7;   4.7;
19990614;     8.212;  25.8; -99.00;  18.3;   4.1;
19990615;     5.918;   0.0; -99.00;  15.5;   3.6;
19990616;     3.879;   0.0; -99.00;  14.8;   3.5;
19990617;     3.058;   0.0; -99.00;  14.0;   3.3;
19990618;     2.520;   0.0; -99.00;  14.4;   3.4;
19990619;     2.152;   0.0; -99.00;  18.1;   4.0;
19990620;     1.841;   0.0; -99.00;  18.9;   4.2;
19990621;     1.642;   0.0; -99.00;  21.1;   4.6;
19990622;     1.501;   0.0; -99.00;  23.2;   4.9;
19990623;     1.472;   8.3; -99.00;  24.5;   5.1;
19990624;     1.444;   9.0; -99.00;  24.3;   5.1;
19990625;     1.303;   0.0; -99.00;  24.2;   5.1;
19990626;     1.246;   0.0; -99.00;  24.4;   5.1;
19990627;     1.218;   2.0; -99.00;  24.9;   5.2;
19990628;     1.189;   1.0; -99.00;  24.8;   5.2;
19990629;     1.161;   0.0; -99.00;  20.5;   4.4;
19990630;     1.104;   0.0; -99.00;  19.2;   4.2;
19990701;     1.246;  10.8; -99.00;  21.6;   4.6;
19990702;     1.274;   0.0; -99.00;  22.6;   4.8;
19990703;     1.189;   1.5; -99.00;  25.6;   5.3;
19990704;     1.133;   0.0; -99.00;  28.0;   5.7;
19990705;     1.076;   0.0; -99.00;  28.7;   5.8;
19990706;     0.991;   0.0; -99.00;  27.5;   5.6;
19990707;     0.934;   0.0; -99.00;  22.2;   4.7;
19990708;     0.906;   0.0; -99.00;  22.6;   4.7;
19990709;     0.906;  10.0; -99.00;  24.0;   5.0;
19990710;     1.076;   3.1; -99.00;  21.1;   4.5;
19990711;     0.991;   0.0; -99.00;  18.1;   4.0;
19990712;     0.878;   0.0; -99.00;  20.1;   4.3;
19990713;     0.821;   0.0; -99.00;  21.4;   4.5;
19990714;     0.765;   0.0; -99.00;  22.2;   4.6;
19990715;     0.708;   0.0; -99.00;  24.0;   4.9;
19990716;     0.651;   0.0; -99.00;  26.0;   5.3;
19990717;     0.651;   0.0; -99.00;  26.1;   5.3;
19990718;     0.651;   5.0; -99.00;  23.4;   4.8;
19990719;     0.680;   0.0; -99.00;  25.0;   5.0;
19990720;     0.680;   5.3; -99.00;  25.2;   5.1;
19990721;     0.680;   9.1; -99.00;  26.3;   5.2;
19990722;     0.680;  15.1; -99.00;  28.0;   5.5;
19990723;     0.708;   0.0; -99.00;  28.3;   5.5;
19990724;     0.736;  26.6; -99.00;  27.5;   5.4;
19990725;     0.793;   0.0; -99.00;  28.0;   5.5;
19990726;     0.736;   0.0; -99.00;  28.1;   5.5;
19990727;     0.680;   0.4; -99.00;  26.1;   5.1;
19990728;     0.623;   0.0; -99.00;  27.1;   5.3;
19990729;     0.566;   0.0; -99.00;  27.5;   5.3;
19990730;     0.538;   0.0; -99.00;  29.9;   5.7;
19990731;     0.510;   0.0; -99.00;  29.9;   5.7;
19990801;     0.453;   0.0; -99.00;  24.0;   4.7;
19990802;     0.396;   0.0; -99.00;  22.0;   4.4;
19990803;     0.311;   0.0; -99.00;  21.0;   4.2;
19990804;     0.311;   0.0; -99.00;  22.2;   4.4;
19990805;     0.280;   0.0; -99.00;  21.3;   4.2;
19990806;     0.258;   0.0; -99.00;  22.0;   4.3;
19990807;     0.283;   1.0; -99.00;  23.3;   4.5;
19990808;     0.311;   6.6; -99.00;  20.1;   3.9;
19990809;     0.311;   0.0; -99.00;  17.4;   3.5;
19990810;     0.311;   1.8; -99.00;  20.6;   4.0;
19990811;     0.311;   0.0; -99.00;  23.3;   4.4;
19990812;     0.368;   3.7; -99.00;  22.3;   4.2;
19990813;     0.396;   9.2; -99.00;  21.5;   4.1;
19990814;     0.425;   2.0; -99.00;  18.4;   3.6;
19990815;     0.368;   0.0; -99.00;  17.5;   3.4;
19990816;     0.311;   0.0; -99.00;  20.2;   3.8;
19990817;     0.258;   0.0; -99.00;  22.3;   4.1;
19990818;     0.241;   0.0; -99.00;  21.4;   4.0;
19990819;     0.340;  13.9; -99.00;  19.5;   3.6;
19990820;     0.340;   0.0; -99.00;  18.6;   3.5;
19990821;     0.311;   0.0; -99.00;  18.7;   3.5;
19990822;     0.283;   0.0; -99.00;  18.8;   3.5;
19990823;     0.311;  11.7; -99.00;  20.3;   3.7;
19990824;     0.821;  22.8; -99.00;  21.3;   3.8;
19990825;     1.133;  11.5; -99.00;  20.2;   3.6;
19990826;     1.076;   8.6; -99.00;  20.4;   3.6;
19990827;     0.765;   0.0; -99.00;  22.1;   3.8;
19990828;     0.623;   0.0; -99.00;  24.2;   4.1;
19990829;     0.538;   0.0; -99.00;  23.5;   4.0;
19990830;     0.453;   0.0; -99.00;  17.8;   3.2;
19990831;     0.396;   0.0; -99.00;  17.2;   3.1;
19990901;     0.340;   0.0; -99.00;  19.1;   3.3;
19990902;     0.311;   0.0; -99.00;  22.0;   3.7;
19990903;     0.278;   0.0; -99.00;  24.1;   3.9;
19990904;     0.266;   0.0; -99.00;  24.6;   4.0;
19990905;     0.311;   0.0; -99.00;  24.5;   3.9;
19990906;     0.261;   0.0; -99.00;  21.5;   3.5;
19990907;     0.244;   0.0; -99.00;  17.9;   3.0;
19990908;     0.215;   0.0; -99.00;  20.0;   3.3;
19990909;     0.224;   0.0; -99.00;  17.8;   2.9;
19990910;     0.195;   0.0; -99.00;  14.5;   2.5;
19990911;     0.190;   0.0; -99.00;  16.3;   2.7;
19990912;     0.229;   0.0; -99.00;  18.2;   2.9;
19990913;     0.272;  11.1; -99.00;  16.0;   2.6;
19990914;     0.272;   0.0; -99.00;  13.7;   2.3;
19990915;     0.244;   0.0; -99.00;  13.2;   2.2;
19990916;     0.218;   0.0; -99.00;  13.0;   2.2;
19990917;     0.198;   0.0; -99.00;  13.9;   2.3;
19990918;     0.198;   0.0; -99.00;  15.1;   2.4;
19990919;     0.210;   0.0; -99.00;  17.1;   2.6;
19990920;     0.232;   8.0; -99.00;  16.2;   2.5;
19990921;     0.218;   0.0; -99.00;  11.7;   1.9;
19990922;     0.184;   0.0; -99.00;  11.3;   1.9;
19990923;     0.164;   0.0; -99.00;  14.5;   2.2;
19990924;     0.170;   0.0; -99.00;  16.5;   2.4;
19990925;     0.184;   0.0; -99.00;  15.3;   2.3;
19990926;     0.173;   0.0; -99.00;  19.7;   2.7;
19990927;     0.249;   6.0; -99.00;  20.5;   2.8;
19990928;     0.680;  52.0; -99.00;  14.4;   2.1;
19990929;     2.152;  30.8; -99.00;  12.5;   1.9;
19990930;     1.586;   0.0; -99.00;  11.2;   1.7;
19991001;     0.991;   0.0; -99.00;  11.9;   1.8;
19991002;     0.765;   0.0; -99.00;   9.8;   1.5;
19991003;     0.680;   1.9; -99.00;   6.8;   1.2;
19991004;     0.963;  18.8; -99.00;   6.0;   1.1;
19991005;     1.019;   0.0; -99.00;   8.2;   1.3;
19991006;     0.821;   0.0; -99.00;  10.7;   1.6;
19991007;     0.680;   0.0; -99.00;  11.8;   1.7;
19991008;     0.566;   0.0; -99.00;  14.8;   1.9;
19991009;     0.566;   0.0; -99.00;  15.2;   2.0;
19991010;     0.510;   0.0; -99.00;  16.6;   2.1;
19991011;     0.453;   0.0; -99.00;  15.1;   1.9;
19991012;     0.453;   0.0; -99.00;  14.1;   1.8;
19991013;     0.368;   0.0; -99.00;  15.1;   1.9;
19991014;     0.368;   0.6; -99.00;   8.5;   1.2;
19991015;     0.396;   0.0; -99.00;  11.6;   1.5;
19991016;     0.396;   2.0; -99.00;  16.6;   1.9;
19991017;     0.481;   1.1; -99.00;   9.9;   1.3;
19991018;     0.368;   0.0; -99.00;   5.3;   0.9;
19991019;     0.368;   0.0; -99.00;   7.2;   1.1;
19991020;     0.340;   0.0; -99.00;   7.1;   1.0;
19991021;     0.368;   0.0; -99.00;   7.5;   1.1;
19991022;     0.340;   0.0; -99.00;  10.9;   1.3;
19991023;     0.340;   0.0; -99.00;   5.7;   0.9;
19991024;     0.340;   0.0; -99.00;   3.2;   0.7;
19991025;     0.311;   0.0; -99.00;   5.4;   0.8;
19991026;     0.311;   0.0; -99.00;   9.8;   1.2;
19991027;     0.311;   0.0; -99.00;   9.5;   1.1;
19991028;     0.311;   0.0; -99.00;  12.7;   1.4;
19991029;     0.311;   0.0; -99.00;  17.0;   1.7;
19991030;     0.311;   0.0; -99.00;  18.0;   1.8;
19991031;     0.311;   0.2; -99.00;  15.3;   1.5;
19991101;     0.340;   0.0; -99.00;  14.3;   1.4;
19991102;     0.311;   0.0; -99.00;  11.6;   1.2;
19991103;     0.340;   0.0; -99.00;   1.9;   0.5;
19991104;     0.311;   0.0; -99.00;   3.9;   0.6;
19991105;     0.311;   0.0; -99.00;  10.1;   1.1;
19991106;     0.283;   0.0; -99.00;   8.2;   0.9;
19991107;     0.311;   0.0; -99.00;   6.6;   0.8;
19991108;     0.311;   0.0; -99.00;   9.6;   1.0;
19991109;     0.425;   0.0; -99.00;  15.4;   1.4;
19991110;     0.311;   0.0; -99.00;  16.4;   1.4;
19991111;     0.340;   0.0; -99.00;  10.8;   1.1;
19991112;     0.368;   0.0; -99.00;   6.2;   0.7;
19991113;     0.283;   0.0; -99.00;  10.0;   1.0;
19991114;     0.311;   0.0; -99.00;  10.9;   1.0;
19991115;     0.340;   0.0; -99.00;   4.2;   0.6;
19991116;     0.311;   0.0; -99.00;   3.7;   0.6;
19991117;     0.311;   0.0; -99.00;   3.2;   0.5;
19991118;     0.283;   0.0; -99.00;   7.7;   0.8;
19991119;     0.283;   0.1; -99.00;  12.1;   1.1;
19991120;     0.311;   0.9; -99.00;   6.9;   0.7;
19991121;     0.311;   0.0; -99.00;   4.7;   0.6;
19991122;     0.311;   0.0; -99.00;   8.3;   0.8;
19991123;     0.340;   4.7; -99.00;  11.1;   1.0;
19991124;     0.396;   5.3; -99.00;   7.5;   0.7;
19991125;     0.368;   0.0; -99.00;   2.0;   0.4;
19991126;     0.340;   0.0; -99.00;   2.6;   0.4;
19991127;     0.340;   2.0; -99.00;   3.4;   0.5;
19991128;     0.340;   0.0; -99.00;   2.1;   0.4;
19991129;     0.340;   0.0; -99.00;   0.7;   0.3;
19991130;     0.311;   0.0; -99.00;  -2.2;   0.2;
19991201;     0.311;   0.0; -99.00;  -0.4;   0.3;
19991202;     0.311;   0.0; -99.00;   4.2;   0.5;
19991203;     0.481;   4.8; -99.00;   9.6;   0.8;
19991204;     0.425;   5.1; -99.00;   8.5;   0.7;
19991205;     1.331;  35.8; -99.00;   6.2;   0.6;
19991206;     2.124;  13.4; -99.00;  -0.4;   0.2;
19991207;     1.586;   0.0; -99.00;  -1.2;   0.2;
19991208;     1.161;   0.0; -99.00;   2.1;   0.4;
19991209;     0.934;   0.0; -99.00;   4.9;   0.5;
19991210;     0.821;   2.0; -99.00;   2.9;   0.4;
19991211;     0.708;   0.0; -99.00;  -1.7;   0.2;
19991212;     0.651;   0.0; -99.00;   0.1;   0.3;
19991213;     0.595;   0.0; -99.00;   0.4;   0.3;
19991214;     0.566;   0.0; -99.00;   1.6;   0.3;
19991215;     0.538;   2.0; -99.00;   1.9;   0.4;
19991216;     0.538;   3.7; -99.00;  -2.0;   0.2;
19991217;     0.538;   1.0; -99.00;  -5.5;   0.0;
19991218;     0.368;   0.5; -99.00;  -7.4;   0.0;
19991219;     0.425;   0.0; -99.00;  -5.1;   0.0;
19991220;     0.340;   1.0; -99.00;  -3.9;   0.1;
19991221;     0.263;   0.0; -99.00; -12.6;   0.0;
19991222;     0.311;   0.0; -99.00; -13.1;   0.0;
19991223;     0.340;   0.0; -99.00; -13.7;   0.0;
19991224;     0.340;   2.1; -99.00; -13.0;   0.0;
19991225;     0.311;   0.0; -99.00; -11.5;   0.0;
19991226;     0.311;   0.0; -99.00;  -5.1;   0.0;
19991227;     0.340;   1.0; -99.00;  -5.1;   0.0;
19991228;     0.340;   0.0; -99.00;  -8.5;   0.0;
19991229;     0.368;   0.0; -99.00;  -3.0;   0.1;
19991230;     0.396;   0.0; -99.00;   1.2;   0.3;
19991231;     0.425;   0.0; -99.00;   0.1;   0.3;
20000101;     0.481;   0.0; -99.00;   1.8;   0.4;
20000102;     0.538;   0.5; -99.00;   5.4;   0.6;
20000103;     0.538;   0.0; -99.00;   7.1;   0.6;
20000104;     0.538;   5.4; -99.00;  -1.4;   0.2;
20000105;     0.510;   0.0; -99.00;  -7.2;   0.0;
20000106;     0.453;   0.0; -99.00;  -4.9;   0.0;
20000107;     0.538;   0.0; -99.00;  -2.5;   0.1;
20000108;     0.453;   0.0; -99.00;  -2.8;   0.1;
20000109;     0.595;   4.0; -99.00;   2.6;   0.4;
20000110;     0.595;   2.7; -99.00;   3.8;   0.5;
20000111;     0.680;   0.0; -99.00;   2.4;   0.4;
20000112;     0.708;   0.0; -99.00;  -1.3;   0.2;
20000113;     0.595;   0.0; -99.00;  -2.9;   0.1;
20000114;     0.425;   0.0; -99.00;  -7.5;   0.0;
20000115;     0.595;   0.0; -99.00;  -4.5;   0.0;
20000116;     0.538;   0.0; -99.00;   0.4;   0.3;
20000117;     0.340;   0.0; -99.00;  -4.2;   0.0;
20000118;     0.481;   1.8; -99.00;  -5.5;   0.0;
20000119;     0.538;   0.0; -99.00;  -5.3;   0.0;
20000120;     0.538;  10.1; -99.00;  -9.9;   0.0;
20000121;     0.510;   0.0; -99.00; -17.3;   0.0;
20000122;     0.481;   0.7; -99.00; -14.7;   0.0;
20000123;     0.453;   0.6; -99.00;  -8.7;   0.0;
20000124;     0.425;   0.0; -99.00; -15.6;   0.0;
20000125;     0.396;   0.0; -99.00; -13.3;   0.0;
20000126;     0.368;   0.0; -99.00; -11.0;   0.0;
20000127;     0.340;   0.0; -99.00; -10.8;   0.0;
20000128;     0.340;   0.0; -99.00; -10.0;   0.0;
20000129;     0.340;   0.0; -99.00;  -8.4;   0.0;
20000130;     0.340;   5.0; -99.00;  -4.8;   0.0;
20000131;     0.368;   1.6; -99.00;  -8.0;   0.0;
20000201;     0.368;   0.0; -99.00;  -8.1;   0.0;
20000202;     0.396;   0.0; -99.00;  -8.3;   0.0;
20000203;     0.396;   0.0; -99.00;  -4.9;   0.0;
20000204;     0.396;   0.0; -99.00;  -1.7;   0.2;
20000205;     0.396;   0.0; -99.00;  -6.7;   0.0;
20000206;     0.425;   0.0; -99.00;  -6.0;   0.0;
20000207;     0.425;   0.0; -99.00;  -4.0;   0.1;
20000208;     0.425;   0.0; -99.00;  -6.3;   0.0;
20000209;     0.453;   0.0; -99.00;  -2.4;   0.2;
20000210;     0.481;   0.0; -99.00;   3.4;   0.6;
20000211;     0.481;   0.0; -99.00;  -1.4;   0.3;
20000212;     0.510;   0.0; -99.00;  -6.0;   0.0;
20000213;     0.481;   0.0; -99.00;  -3.4;   0.1;
20000214;     0.481;   0.0; -99.00;  -2.8;   0.2;
20000215;     0.481;   0.0; -99.00;  -2.7;   0.2;
20000216;     0.481;   0.0; -99.00;  -0.1;   0.4;
20000217;     0.453;   0.0; -99.00;  -3.5;   0.1;
20000218;     0.453;   6.7; -99.00;  -2.0;   0.2;
20000219;     0.481;   9.0; -99.00;  -2.4;   0.2;
20000220;     0.481;   0.0; -99.00;  -3.7;   0.1;
20000221;     0.538;   0.0; -99.00;  -3.4;   0.1;
20000222;     0.708;   0.0; -99.00;   4.1;   0.8;
20000223;     1.557;   0.0; -99.00;  10.5;   1.4;
20000224;     2.747;  12.3; -99.00;  11.6;   1.5;
20000225;     4.502;   4.0; -99.00;  10.2;   1.4;
20000226;     3.200;   0.0; -99.00;  13.2;   1.7;
20000227;     2.294;   1.2; -99.00;   9.1;   1.3;
20000228;     1.727;   0.0; -99.00;   4.6;   0.9;
20000229;     1.416;   0.0; -99.00;   7.7;   1.2;
20000301;     1.303;   1.0; -99.00;   9.8;   1.4;
20000302;     1.133;   0.0; -99.00;   2.7;   0.7;
20000303;     0.963;   0.0; -99.00;   0.8;   0.6;
20000304;     0.906;   0.0; -99.00;   3.7;   0.9;
20000305;     0.850;   0.0; -99.00;   9.2;   1.4;
20000306;     0.793;   0.0; -99.00;  11.0;   1.6;
20000307;     0.793;   0.0; -99.00;  13.7;   1.9;
20000308;     0.765;   0.0; -99.00;  17.5;   2.3;
20000309;     0.736;   0.7; -99.00;  14.1;   2.0;
